Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex (field),Sex (final),Sex Source,Capture Status,Snubbed Dorsal,Injury,Tally Count,Scale Age,Scale Origin,Final Origin,Field Origin,Origin Source
259,3DD.003DA2897A,Hat. Summer Steelhead,32H,Mark,540,NA,AD MA RF,Injury-Body,9/8/2021 11:02,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:02,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,59-4,X,NA,NA,Passed,Male,NA,NA,Maiden,X,GN,NA,1.1,H,H,H,NA
260,3DD.003DA2897F,Hat. Summer Steelhead,32H,Mark,550,NA,AD FE RF,NA,9/8/2021 11:08,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:08,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,59-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
261,3DD.003DA28975,Hat. Summer Steelhead,32H,Mark,550,NA,AD CW FE RF,NA,9/8/2021 11:14,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:14,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,59-6,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
262,3DD.003DA2898E,Hat. Summer Steelhead,32H,Mark,560,NA,AD FE RF,NA,9/8/2021 11:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
263,3DD.003DA289C0,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/8/2021 11:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
264,3DD.003DA2899B,Hat. Summer Steelhead,32H,Mark,730,NA,AD FE RF,NA,9/8/2021 11:42,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:42,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
265,3DD.003BE69EC2,Hat. Summer Steelhead,32H,Recapture,560,NA,AD FE RE RF,This is a recap!!!!,9/8/2021 11:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:45,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-4,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,NA,NA,NA,1.1,H,H,H,NA
266,3DD.003DA28993,Wild Summer Steelhead,32W,Mark,600,NA,AI MA RF,NA,9/8/2021 11:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 11:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-5,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
267,3DD.003DA28978,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/8/2021 12:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 12:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,60-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,UNREADABLE,W,W,W,NA
268,3DD.003DA289C1,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/8/2021 12:26,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 12:26,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,61-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
269,3DD.003DA289B2,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,Changed to W per scale analysis,9/8/2021 12:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,61-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,H,NA
270,3DD.003DA289CC,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/8/2021 13:10,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 13:10,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,61-3,X,NA,NA,Passed,Female,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
271,3DD.003DA289B5,Hat. Summer Steelhead,32H,Mark,570,NA,AD CW FE RF,NA,9/8/2021 13:22,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 13:22,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,61-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
272,3DD.003DA289AF,Wild Summer Steelhead,32W,Mark,620,NA,AI FE RF,NA,9/8/2021 13:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 13:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,61-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
273,3DD.003DA289CB,Hat. Summer Steelhead,32H,Mark,680,NA,AD MA RF,NA,9/8/2021 13:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 13:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,61-6,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
274,3DD.003DA28987,Wild Summer Steelhead,32W,Mark,600,NA,AI FE RF,NA,9/8/2021 13:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 13:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,62-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
275,3DD.003DA289C7,Wild Summer Steelhead,32W,Mark,690,NA,AI FE RF,NA,9/8/2021 13:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 13:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,62-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.2,W,W,W,NA
276,3DD.003DA28981,Wild Summer Steelhead,32W,Mark,770,NA,AI FE RF,NA,9/8/2021 14:00,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 14:00,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,62-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
277,3DD.003DA28983,Hat. Summer Steelhead,32H,Mark,730,NA,AD FE RF,NA,9/8/2021 14:06,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/8/2021 14:06,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,62-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
278,3DD.003DA289D4,Hat. Summer Steelhead,32H,Mark,820,NA,AD MA RF,NA,9/9/2021 6:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 6:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
279,3DD.003DA28991,Wild Summer Steelhead,32W,Mark,610,NA,AI MA RF,NA,9/9/2021 6:58,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 6:58,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63-2,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
280,3DD.003DA28976,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/9/2021 7:38,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 7:38,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
281,3DD.003DA2898A,Wild Summer Steelhead,32W,Mark,580,NA,AI MA RF,NA,9/9/2021 7:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 7:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63-4,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,R.`,W,W,W,NA
282,3DD.003DA2897B,Wild Summer Steelhead,32W,Mark,700,NA,AI FE RF,NA,9/9/2021 7:55,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 7:55,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
283,3DD.003DA289C8,Hat. Summer Steelhead,32H,Mark,580,NA,AD MA RF,NA,9/9/2021 8:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 8:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,63-6,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
284,3DD.003DA289C6,Hat. Summer Steelhead,32H,Mark,670,NA,AD MA RF,NA,9/9/2021 8:42,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 8:42,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,64-1,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,R.2,H,H,H,NA
285,3DD.003DA28988,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/9/2021 8:46,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 8:46,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,64-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
286,3DD.003DA28990,Hat. Summer Steelhead,32H,Mark,530,NA,AD FE RF,NA,9/9/2021 8:47,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 8:47,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,64-3,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
287,3DD.003DA289C9,Hat. Summer Steelhead,32H,Mark,720,NA,AD FE RF,NA,9/9/2021 8:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 8:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,64-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
288,3DD.003DA28997,Hat. Summer Steelhead,32H,Mark,570,NA,AD MA RF,NA,9/9/2021 8:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 8:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,64-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
289,3DD.003DA289A6,Wild Summer Steelhead,32W,Mark,630,NA,AI FE RF,NA,9/9/2021 9:06,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 9:06,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,64-6,NA,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,NA,NA,NA,R.1,W,W,W,NA
290,3DD.003DA289D0,Hat. Summer Steelhead,32H,Mark,580,NA,AI FE RF,Changed to H per scale analysis,9/9/2021 9:26,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 9:26,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,65-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,W,NA
291,3DD.003DA289A0,Hat. Summer Steelhead,32H,Mark,610,NA,AD CW FE RF,NA,9/9/2021 9:26,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 9:26,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,65-2,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
292,3DD.003DA28977,Wild Summer Steelhead,32W,Mark,590,NA,AI FE RF,NA,9/9/2021 9:34,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 9:34,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,65-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
293,3DD.003DA289BF,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/9/2021 9:50,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 9:50,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,65-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
294,3DD.003DA289AD,Hat. Summer Steelhead,32H,Mark,580,NA,AD MA RF,NA,9/9/2021 9:51,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 9:51,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,65-5,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
295,3DD.003DA289A8,Wild Summer Steelhead,32W,Mark,710,NA,AI MA RF,NA,9/9/2021 10:24,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 10:24,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,65-6,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
296,3DD.003DA289A9,Hat. Summer Steelhead,32H,Mark,710,NA,AD FE RF,NA,9/9/2021 10:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 10:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
297,3DD.003DA289A5,Hat. Summer Steelhead,32H,Mark,580,NA,AD FE RF,NA,9/9/2021 10:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 10:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66-2,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
298,3DD.003DA2899A,Hat. Summer Steelhead,32H,Mark,510,NA,AD MA RF,NA,9/9/2021 11:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 11:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66-3,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
299,3DD.003DA289B9,Wild Summer Steelhead,32W,Mark,600,NA,AI FE RF,NA,9/9/2021 11:18,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 11:18,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
300,3DD.003DA28992,Hat. Summer Steelhead,32H,Mark,580,NA,AD MA RF,NA,9/9/2021 11:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 11:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66-5,X,NA,NA,Passed,Male,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
301,3DD.003DA2898D,Wild Summer Steelhead,32W,Mark,610,NA,AI FE RF,NA,9/9/2021 11:46,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 11:46,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,66-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.1,W,W,W,NA
302,3DD.003DA28995,Hat. Summer Steelhead,32H,Mark,630,NA,AD CW FE RF RV,NA,9/9/2021 12:37,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 12:37,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,67-1,X,X,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
303,3DD.003DA289AA,Hat. Summer Steelhead,32H,Mark,630,NA,AD MA RF,NA,9/9/2021 12:38,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 12:38,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,67-2,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,1.1,H,H,H,NA
304,3DD.003DA28979,Wild Summer Steelhead,32W,Mark,640,NA,AI MA RF,NA,9/9/2021 12:39,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 12:39,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,67-3,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
305,3DD.003DA289AE,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/9/2021 12:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 12:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,67-4,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
306,3DD.003BE3295D,Hat. Summer Steelhead,32H,Recapture,690,NA,AD FE RE RF,This is a recap!!!!,9/9/2021 12:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 12:45,ECKENBERG J,CPUD,LADDER,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,67-5,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.2,H,H,H,NA
307,3DD.003DA289CD,Wild Summer Steelhead,32W,Mark,640,NA,AI FE RF,NA,9/9/2021 12:49,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 12:49,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,67-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
308,3DD.003DA28998,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/9/2021 13:23,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 13:23,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,68-1,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,R.1,H,H,H,NA
309,3DD.003DA2899E,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/9/2021 13:29,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 13:29,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,68-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.1,W,W,W,NA
310,3DD.003DA28974,Wild Summer Steelhead,32W,Mark,580,NA,AI FE RF,NA,9/9/2021 13:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 13:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,68-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,3.1,W,W,W,NA
311,3DD.003DA2897E,Hat. Summer Steelhead,32H,Mark,610,NA,AD FE RF,NA,9/9/2021 13:42,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 13:42,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,68-4,X,NA,NA,Passed,Female,NA,NA,Maiden,X,NA,NA,1.1,H,H,H,NA
312,3DD.003DA289A7,Wild Summer Steelhead,32W,Mark,760,NA,AI FE RF,NA,9/9/2021 13:43,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 13:43,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,68-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,R.2,W,W,W,NA
313,3DD.003DA28A17,Hat. Summer Steelhead,32H,Mark,540,NA,AD CW MA RF,NA,9/9/2021 13:45,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/9/2021 13:45,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,68-6,X,NA,NA,Passed,Male,Male,Wen Broodstock,Maiden,X,NA,NA,R.1,H,H,H,NA
314,3DD.003DA28A37,Hat. Summer Steelhead,32H,Mark,540,NA,AD FE RF,NA,9/10/2021 6:40,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 6:40,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69-1,X,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
315,3DD.003DA28A24,Wild Summer Steelhead,32W,Mark,680,NA,AI FE RF,NA,9/10/2021 7:53,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 7:53,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69-2,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
316,3DD.003DA28A15,Wild Summer Steelhead,32W,Mark,800,NA,AI MA RF,NA,9/10/2021 7:57,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 7:57,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69-3,NA,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,2.3,W,W,W,NA
317,3DD.003DA28A27,Hat. Summer Steelhead,32H,Mark,570,NA,AD CW MA RF,NA,9/10/2021 8:54,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 8:54,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,X,NA,69-4,X,NA,NA,Passed,Male,NA,NA,Maiden,NA,NA,NA,1.1,H,H,H,NA
318,3DD.003DA28A22,Wild Summer Steelhead,32W,Mark,570,NA,AI FE RF,NA,9/10/2021 8:59,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 8:59,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69-5,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
319,3DD.003DA28A36,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,NA,9/10/2021 9:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 9:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,69-6,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
320,3DD.003DA28A21,Wild Summer Steelhead,32W,Mark,530,NA,AI FE RF,NA,9/10/2021 9:07,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 9:07,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,70-1,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.1,W,W,W,NA
321,3DD.003DA28A0E,Hat. Summer Steelhead,32H,Mark,570,NA,AD FE RF,NA,9/10/2021 9:20,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 9:20,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,70-2,X,NA,NA,Passed,Female,Female,Wells Broodstock,Maiden,NA,NA,NA,H2.1,H,H,H,NA
322,3DD.003DA289FB,Wild Summer Steelhead,32W,Mark,710,NA,AI FE RF,NA,9/10/2021 9:31,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 9:31,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,70-3,NA,NA,NA,Passed,Female,NA,NA,Maiden,NA,NA,NA,2.2,W,W,W,NA
323,3DD.003DA289F0,Hat. Summer Steelhead,32H,Mark,620,NA,AD MA RF,NA,9/10/2021 10:12,PRDLD1,Adult,NA,2021,NA,PRDLD1,639,NA,20,9/10/2021 10:12,ECKENBERG J,CPUD,LADDER,HAND,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,70-4,X,NA,NA,Passed,Male,Male,Wells Broodstock,Maiden,X,NA,NA,UNREADABLE,H,H,H,NA
